,Start,End,Crackles,Wheezes,duration,start_index,end_index,start_index_int,end_index_int,y_segment,source
4,11.28,14.316,1,1,3.0360000000000014,248724.0,315667.8,248724,315667,"[-0.17988284 -0.18129738 -0.1829913  ... -0.4601758  -0.4556644
 -0.4503354 ]",130_1p2_Pr_mc_AKGC417L
5,14.316,17.03,1,1,2.7140000000000004,315667.8,375511.5,315667,375511,"[-0.44386357 -0.4364701  -0.43119106 ... -0.29234552 -0.29460716
 -0.29618925]",130_1p2_Pr_mc_AKGC417L
6,17.03,19.554,0,0,2.5239999999999974,375511.5,431165.69999999995,375511,431165,"[-0.2998458  -0.30334502 -0.30560145 ...  0.282248    0.28135782
  0.27994207]",130_1p2_Pr_mc_AKGC417L
0,0.697,2.423,1,0,1.726,15368.849999999999,53427.15,15368,53427,"[-0.40636495 -0.40022165 -0.39314368 ...  0.16699529  0.18079859
  0.19118355]",130_1p2_Tc_mc_AKGC417L
1,2.423,5.101,1,0,2.678,53427.15,112477.05,53427,112477,[0.19732556 0.20108923 0.19559602 ... 0.05077653 0.04046496 0.03552173],130_1p2_Tc_mc_AKGC417L
2,5.101,8.339,1,1,3.2380000000000004,112477.05,183874.95,112477,183874,[0.03359088 0.03487222 0.03482338 ... 0.08922405 0.09213953 0.09360943],130_1p2_Tc_mc_AKGC417L
3,8.339,11.28,1,0,2.940999999999999,183874.95,248724.0,183874,248724,[0.09280194 0.09396859 0.09483912 ... 0.03864605 0.03879255 0.03888015],130_1p2_Tc_mc_AKGC417L
4,11.28,14.316,1,1,3.0360000000000014,248724.0,315667.8,248724,315667,"[ 0.03776455  0.03557683  0.03619507 ... -0.04307432 -0.04412315
 -0.04188297]",130_1p2_Tc_mc_AKGC417L
5,14.316,17.03,1,1,2.7140000000000004,315667.8,375511.5,315667,375511,"[-0.04043036 -0.03851048 -0.03668866 ... -0.0355768  -0.03760004
 -0.03761117]",130_1p2_Tc_mc_AKGC417L
6,17.03,19.554,1,1,2.5239999999999974,375511.5,431165.69999999995,375511,431165,"[-0.03803689 -0.03671166 -0.03443088 ... -0.11685371 -0.11826672
 -0.11777195]",130_1p2_Tc_mc_AKGC417L
0,1.066,4.899,1,1,3.833,23505.300000000003,108022.95,23505,108022,[0.24465916 0.24250978 0.24165376 ... 0.08064203 0.08122838 0.08115254],130_1p3_Al_mc_AKGC417L
1,4.899,8.256,1,1,3.357,108022.95,182044.80000000002,108022,182044,"[ 0.08089738  0.08186667  0.08162758 ... -1.0000002  -1.
 -0.9999997 ]",130_1p3_Al_mc_AKGC417L
2,8.256,11.673,1,1,3.417,182044.80000000002,257389.65,182044,257389,"[-1.0000002  -0.9999999  -1.0000001  ...  0.12253156  0.12350224
  0.12465548]",130_1p3_Al_mc_AKGC417L
3,11.673,15.077,1,1,3.404,257389.65,332447.85,257389,332447,[0.12596971 0.12619579 0.12577005 ... 0.79736984 0.791451   0.7843371 ],130_1p3_Al_mc_AKGC417L
4,15.077,18.375,1,1,3.298,332447.85,405168.75,332447,405168,"[ 0.7761323   0.7688665   0.7612548  ... -0.28620642 -0.2862237
 -0.28637317]",130_1p3_Al_mc_AKGC417L
5,18.375,19.946,0,0,1.5710000000000015,405168.75,439809.30000000005,405168,439809,"[-0.2848424  -0.28539917 -0.28366205 ...  0.09431495  0.09387258
  0.09386247]",130_1p3_Al_mc_AKGC417L
0,1.066,4.899,0,1,3.833,23505.300000000003,108022.95,23505,108022,"[-0.06646772 -0.06710093 -0.06692328 ... -0.2532882  -0.25491014
 -0.2560084 ]",130_1p3_Ar_mc_AKGC417L
1,4.899,8.256,1,1,3.357,108022.95,182044.80000000002,108022,182044,"[-0.25753713 -0.25891593 -0.25997797 ... -0.00452598 -0.0035823
 -0.00282403]",130_1p3_Ar_mc_AKGC417L
2,8.256,11.673,1,1,3.417,182044.80000000002,257389.65,182044,257389,"[-0.0018221  -0.00108529 -0.00041964 ... -0.0523927  -0.05281929
 -0.05321746]",130_1p3_Ar_mc_AKGC417L
3,11.673,15.077,0,1,3.404,257389.65,332447.85,257389,332447,"[-0.05334627 -0.0538156  -0.05392546 ...  0.05446021  0.05431227
  0.05504367]",130_1p3_Ar_mc_AKGC417L
4,15.077,18.375,1,1,3.298,332447.85,405168.75,332447,405168,[0.05562331 0.05597186 0.05645455 ... 0.01909218 0.01917433 0.01893365],130_1p3_Ar_mc_AKGC417L
5,18.375,19.946,1,0,1.5710000000000015,405168.75,439809.30000000005,405168,439809,"[ 0.01924306  0.01915455  0.01910489 ... -0.03635629 -0.03680249
 -0.03732853]",130_1p3_Ar_mc_AKGC417L
0,1.066,4.899,0,1,3.833,23505.300000000003,108022.95,23505,108022,"[-0.02946611 -0.0336544  -0.0409011  ...  0.04335263  0.0423701
  0.04509441]",130_1p3_Ll_mc_AKGC417L
1,4.899,8.256,0,1,3.357,108022.95,182044.80000000002,108022,182044,[0.04727586 0.0514455  0.05105998 ... 0.41296035 0.41747114 0.41744784],130_1p3_Ll_mc_AKGC417L
2,8.256,11.673,1,1,3.417,182044.80000000002,257389.65,182044,257389,"[ 0.4183735   0.4176027   0.41787365 ... -0.2892433  -0.28656694
 -0.2887351 ]",130_1p3_Ll_mc_AKGC417L
3,11.673,15.077,0,1,3.404,257389.65,332447.85,257389,332447,"[-0.2917483  -0.29175138 -0.29317585 ...  0.7735247   0.7686965
  0.7634637 ]",130_1p3_Ll_mc_AKGC417L
4,15.077,18.375,0,1,3.298,332447.85,405168.75,332447,405168,"[ 0.7579679   0.7477722   0.7420823  ... -0.5219853  -0.5208539
 -0.51440763]",130_1p3_Ll_mc_AKGC417L
5,18.375,19.946,0,0,1.5710000000000015,405168.75,439809.30000000005,405168,439809,"[-0.5092943  -0.5083965  -0.5035246  ... -0.13142282 -0.13051075
 -0.12849542]",130_1p3_Ll_mc_AKGC417L
0,1.066,4.899,0,1,3.833,23505.300000000003,108022.95,23505,108022,"[ 0.01988185  0.01616734  0.00918342 ... -0.30270422 -0.30901718
 -0.3131676 ]",130_1p3_Lr_mc_AKGC417L
1,4.899,8.256,0,0,3.357,108022.95,182044.80000000002,108022,182044,"[-0.31816342 -0.3241008  -0.32536206 ... -0.04214635 -0.0428817
 -0.04489499]",130_1p3_Lr_mc_AKGC417L
2,8.256,11.673,0,1,3.417,182044.80000000002,257389.65,182044,257389,"[-0.04973989 -0.05441874 -0.05515037 ... -0.21569324 -0.21539618
 -0.21985176]",130_1p3_Lr_mc_AKGC417L
3,11.673,15.077,0,0,3.404,257389.65,332447.85,257389,332447,"[-0.21981087 -0.21973465 -0.22001351 ...  0.06261967  0.05756742
  0.05488737]",130_1p3_Lr_mc_AKGC417L
4,15.077,18.375,0,1,3.298,332447.85,405168.75,332447,405168,"[ 0.05294792  0.04569322  0.04257267 ... -0.16895977 -0.16945271
 -0.1688161 ]",130_1p3_Lr_mc_AKGC417L
5,18.375,19.946,0,0,1.5710000000000015,405168.75,439809.30000000005,405168,439809,"[-0.16955633 -0.16949873 -0.16754967 ...  0.10630755  0.10719819
  0.10505749]",130_1p3_Lr_mc_AKGC417L
0,1.066,4.899,0,1,3.833,23505.300000000003,108022.95,23505,108022,"[-0.06637797 -0.06886013 -0.07169425 ... -0.94300425 -0.9501403
 -0.9565035 ]",130_1p3_Pl_mc_AKGC417L
1,4.899,8.256,0,1,3.357,108022.95,182044.80000000002,108022,182044,"[-0.9622167  -0.9655187  -0.9672412  ... -0.14104226 -0.14376435
 -0.14596662]",130_1p3_Pl_mc_AKGC417L
2,8.256,11.673,0,1,3.417,182044.80000000002,257389.65,182044,257389,"[-0.14844279 -0.15197086 -0.15541908 ...  0.6463957   0.64723593
  0.6484503 ]",130_1p3_Pl_mc_AKGC417L
3,11.673,15.077,0,1,3.404,257389.65,332447.85,257389,332447,"[ 0.6491135   0.6507763   0.64970183 ... -0.15172589 -0.14008097
 -0.12989588]",130_1p3_Pl_mc_AKGC417L
4,15.077,18.375,0,1,3.298,332447.85,405168.75,332447,405168,"[-0.11940228 -0.10915276 -0.09956163 ... -0.22612633 -0.22826743
 -0.23067026]",130_1p3_Pl_mc_AKGC417L
5,18.375,19.946,0,0,1.5710000000000015,405168.75,439809.30000000005,405168,439809,"[-0.23299152 -0.2332893  -0.23399177 ... -0.10009796 -0.09716749
 -0.09966018]",130_1p3_Pl_mc_AKGC417L
0,1.066,4.899,0,1,3.833,23505.300000000003,108022.95,23505,108022,"[-0.50831515 -0.5074191  -0.5078203  ...  0.24798591  0.25728518
  0.26439577]",130_1p3_Pr_mc_AKGC417L
1,4.899,8.256,0,0,3.357,108022.95,182044.80000000002,108022,182044,"[ 0.27279904  0.2820261   0.2896183  ... -0.13396734 -0.13344674
 -0.13219428]",130_1p3_Pr_mc_AKGC417L
2,8.256,11.673,0,1,3.417,182044.80000000002,257389.65,182044,257389,"[-0.1314495  -0.13034888 -0.12871593 ...  0.40443182  0.40281966
  0.40225092]",130_1p3_Pr_mc_AKGC417L
3,11.673,15.077,0,0,3.404,257389.65,332447.85,257389,332447,[0.4028219  0.40200695 0.40069088 ... 0.5415838  0.5416899  0.54304516],130_1p3_Pr_mc_AKGC417L
4,15.077,18.375,0,0,3.298,332447.85,405168.75,332447,405168,"[ 0.54493827  0.5457134   0.5462057  ... -0.5196759  -0.52140003
 -0.52392757]",130_1p3_Pr_mc_AKGC417L
5,18.375,19.946,0,0,1.5710000000000015,405168.75,439809.30000000005,405168,439809,"[-0.52494407 -0.5265128  -0.5286772  ... -0.09807386 -0.09903048
 -0.10105582]",130_1p3_Pr_mc_AKGC417L
0,1.066,4.899,0,1,3.833,23505.300000000003,108022.95,23505,108022,"[ 0.16883114  0.16775256  0.17018965 ... -0.18883885 -0.1865789
 -0.18504414]",130_1p3_Tc_mc_AKGC417L
1,4.899,8.256,0,1,3.357,108022.95,182044.80000000002,108022,182044,"[-0.1848719  -0.17825012 -0.17531435 ...  0.25390348  0.2557173
  0.25481918]",130_1p3_Tc_mc_AKGC417L
2,8.256,11.673,0,1,3.417,182044.80000000002,257389.65,182044,257389,"[ 0.25193945  0.25174096  0.2477691  ... -0.05164604 -0.0458791
 -0.04313659]",130_1p3_Tc_mc_AKGC417L
3,11.673,15.077,0,1,3.404,257389.65,332447.85,257389,332447,"[-0.03995305 -0.0363949  -0.03507904 ...  0.02635423  0.03005321
  0.03161736]",130_1p3_Tc_mc_AKGC417L
4,15.077,18.375,0,1,3.298,332447.85,405168.75,332447,405168,[0.0321689  0.03432574 0.03571293 ... 0.05259325 0.05114082 0.05458479],130_1p3_Tc_mc_AKGC417L
5,18.375,19.946,0,0,1.5710000000000015,405168.75,439809.30000000005,405168,439809,"[ 0.0596706   0.06229512  0.0634414  ... -0.10690331 -0.11054906
 -0.11149436]",130_1p3_Tc_mc_AKGC417L
0,0.089,2.875,0,1,2.786,1962.4499999999998,63393.75,1962,63393,"[ 0.          0.          0.         ... -0.16076986 -0.16863582
 -0.17640658]",130_1p4_Al_mc_AKGC417L
1,2.875,6.137,0,1,3.2619999999999996,63393.75,135320.84999999998,63393,135320,"[-0.18454155 -0.19279847 -0.19988295 ...  0.09302372  0.08641583
  0.08082595]",130_1p4_Al_mc_AKGC417L
2,6.137,8.994,0,1,2.857,135320.84999999998,198317.69999999998,135320,198317,"[ 0.07378737  0.06827199  0.06374763 ... -0.15227318 -0.15334149
 -0.15572596]",130_1p4_Al_mc_AKGC417L
3,8.994,11.875,0,1,2.8810000000000002,198317.69999999998,261843.75,198317,261843,"[-0.15701304 -0.15882878 -0.16034009 ... -0.0289139  -0.02816362
 -0.02724929]",130_1p4_Al_mc_AKGC417L
4,11.875,14.554,0,1,2.6790000000000003,261843.75,320915.7,261843,320915,"[-0.02669576 -0.02664328 -0.02668771 ...  0.05644774  0.05891819
  0.05763534]",130_1p4_Al_mc_AKGC417L
5,14.554,17.161,0,1,2.607000000000001,320915.7,378400.05000000005,320915,378400,"[ 0.05641808  0.0560968   0.05410076 ... -0.01920402 -0.0145857
 -0.00935058]",130_1p4_Al_mc_AKGC417L
6,17.161,19.946,0,1,2.785,378400.05000000005,439809.30000000005,378400,439809,"[-0.00425032 -0.00205358  0.00093055 ...  0.06223391  0.06203961
  0.06388356]",130_1p4_Al_mc_AKGC417L
0,0.089,2.875,0,1,2.786,1962.4499999999998,63393.75,1962,63393,[0.         0.         0.         ... 0.0798657  0.07849737 0.07797452],130_1p4_Ar_mc_AKGC417L
1,2.875,6.137,0,1,3.2619999999999996,63393.75,135320.84999999998,63393,135320,[0.07741895 0.07590731 0.07494307 ... 0.06958286 0.07117953 0.07298401],130_1p4_Ar_mc_AKGC417L
2,6.137,8.994,0,1,2.857,135320.84999999998,198317.69999999998,135320,198317,"[ 0.07406183  0.07530995  0.07736377 ... -0.03704248 -0.03693068
 -0.03692634]",130_1p4_Ar_mc_AKGC417L
3,8.994,11.875,0,1,2.8810000000000002,198317.69999999998,261843.75,198317,261843,"[-0.03662922 -0.03679771 -0.03667166 ... -0.02094065 -0.01951302
 -0.01793423]",130_1p4_Ar_mc_AKGC417L
4,11.875,14.554,0,0,2.6790000000000003,261843.75,320915.7,261843,320915,"[-0.01599606 -0.01470651 -0.01340193 ... -0.05095258 -0.05031995
 -0.04988542]",130_1p4_Ar_mc_AKGC417L
5,14.554,17.161,0,1,2.607000000000001,320915.7,378400.05000000005,320915,378400,"[-0.04940023 -0.04835337 -0.04811674 ...  0.0425639   0.04283527
  0.04332903]",130_1p4_Ar_mc_AKGC417L
6,17.161,19.946,0,0,2.785,378400.05000000005,439809.30000000005,378400,439809,"[ 0.04326573  0.0436478   0.04420746 ... -0.05091302 -0.05017184
 -0.04923906]",130_1p4_Ar_mc_AKGC417L
0,0.089,2.875,0,1,2.786,1962.4499999999998,63393.75,1962,63393,"[ 0.          0.          0.         ...  0.00661506  0.00157041
 -0.00595682]",130_1p4_Ll_mc_AKGC417L
1,2.875,6.137,0,1,3.2619999999999996,63393.75,135320.84999999998,63393,135320,"[-0.01402982 -0.01101411 -0.01579374 ...  0.10730944  0.10689259
  0.11796909]",130_1p4_Ll_mc_AKGC417L
2,6.137,8.994,0,1,2.857,135320.84999999998,198317.69999999998,135320,198317,[0.12573381 0.12860812 0.13658877 ... 0.64624083 0.655091   0.6653712 ],130_1p4_Ll_mc_AKGC417L
3,8.994,11.875,0,1,2.8810000000000002,198317.69999999998,261843.75,198317,261843,[0.6751997  0.68616843 0.69602406 ... 0.31518793 0.3227774  0.32816952],130_1p4_Ll_mc_AKGC417L
4,11.875,14.554,0,1,2.6790000000000003,261843.75,320915.7,261843,320915,[0.3380681  0.34615675 0.35439217 ... 0.00121242 0.00228319 0.0049575 ],130_1p4_Ll_mc_AKGC417L
5,14.554,17.161,0,1,2.607000000000001,320915.7,378400.05000000005,320915,378400,"[ 0.00770248  0.00787844  0.01063102 ... -0.09103173 -0.09989791
 -0.09802818]",130_1p4_Ll_mc_AKGC417L
6,17.161,19.946,0,1,2.785,378400.05000000005,439809.30000000005,378400,439809,"[-0.09621786 -0.09824869 -0.09523059 ...  0.16143432  0.15808734
  0.1600164 ]",130_1p4_Ll_mc_AKGC417L
0,0.089,2.875,0,0,2.786,1962.4499999999998,63393.75,1962,63393,"[ 0.          0.          0.         ... -0.8584604  -0.8589605
 -0.86556494]",130_1p4_Lr_mc_AKGC417L
1,2.875,6.137,0,1,3.2619999999999996,63393.75,135320.84999999998,63393,135320,"[-0.87050635 -0.87780875 -0.8746488  ... -0.99996537 -1.0000435
 -0.9999541 ]",130_1p4_Lr_mc_AKGC417L
2,6.137,8.994,0,1,2.857,135320.84999999998,198317.69999999998,135320,198317,"[-1.0000436  -0.9999624  -1.0000306  ...  0.60707796  0.61354935
  0.6352358 ]",130_1p4_Lr_mc_AKGC417L
3,8.994,11.875,0,1,2.8810000000000002,198317.69999999998,261843.75,198317,261843,[0.65230167 0.6672656  0.6794554  ... 0.925378   0.9302491  0.9286495 ],130_1p4_Lr_mc_AKGC417L
4,11.875,14.554,0,1,2.6790000000000003,261843.75,320915.7,261843,320915,[0.9331327  0.9448175  0.950399   ... 0.58820474 0.58337355 0.5831728 ],130_1p4_Lr_mc_AKGC417L
5,14.554,17.161,0,1,2.607000000000001,320915.7,378400.05000000005,320915,378400,"[ 0.58922863  0.5921689   0.5904366  ... -0.11413319 -0.12025607
 -0.11456676]",130_1p4_Lr_mc_AKGC417L
6,17.161,19.946,0,0,2.785,378400.05000000005,439809.30000000005,378400,439809,"[-0.11958921 -0.11336002 -0.11311602 ... -0.9999835  -1.0000077
 -1.0000019 ]",130_1p4_Lr_mc_AKGC417L
0,0.089,2.875,0,1,2.786,1962.4499999999998,63393.75,1962,63393,[0.         0.         0.         ... 0.33148533 0.3348758  0.3372785 ],130_1p4_Pl_mc_AKGC417L
1,2.875,6.137,0,1,3.2619999999999996,63393.75,135320.84999999998,63393,135320,"[ 0.33922997  0.3387037   0.34011742 ... -0.38253978 -0.3818941
 -0.38237816]",130_1p4_Pl_mc_AKGC417L
2,6.137,8.994,0,1,2.857,135320.84999999998,198317.69999999998,135320,198317,"[-0.38116086 -0.3786536  -0.37787643 ...  0.25856182  0.258749
  0.25956753]",130_1p4_Pl_mc_AKGC417L
3,8.994,11.875,0,1,2.8810000000000002,198317.69999999998,261843.75,198317,261843,[0.26015085 0.26102665 0.25847173 ... 0.5304877  0.5297248  0.5309796 ],130_1p4_Pl_mc_AKGC417L
4,11.875,14.554,0,1,2.6790000000000003,261843.75,320915.7,261843,320915,[0.5318237  0.53103685 0.53225404 ... 1.0001066  0.99995947 0.9999929 ],130_1p4_Pl_mc_AKGC417L
5,14.554,17.161,0,0,2.607000000000001,320915.7,378400.05000000005,320915,378400,[1.0000399  0.99993783 1.000075   ... 0.2763084  0.27651104 0.27672338],130_1p4_Pl_mc_AKGC417L
6,17.161,19.946,0,1,2.785,378400.05000000005,439809.30000000005,378400,439809,"[ 0.27471915  0.2749996   0.2760744  ... -0.1940935  -0.19569719
 -0.19522284]",130_1p4_Pl_mc_AKGC417L
0,0.089,2.875,0,0,2.786,1962.4499999999998,63393.75,1962,63393,[0.         0.         0.         ... 0.4645147  0.4688251  0.47097492],130_1p4_Pr_mc_AKGC417L
1,2.875,6.137,0,0,3.2619999999999996,63393.75,135320.84999999998,63393,135320,[0.47253582 0.4754581  0.47750482 ... 0.2902747  0.2946824  0.300155  ],130_1p4_Pr_mc_AKGC417L
2,6.137,8.994,0,0,2.857,135320.84999999998,198317.69999999998,135320,198317,"[ 0.3067174   0.31329134  0.31810477 ... -0.4083563  -0.40594155
 -0.4044468 ]",130_1p4_Pr_mc_AKGC417L
3,8.994,11.875,0,0,2.8810000000000002,198317.69999999998,261843.75,198317,261843,"[-0.40246233 -0.40044037 -0.39773083 ... -0.37081426 -0.36994195
 -0.3682879 ]",130_1p4_Pr_mc_AKGC417L
4,11.875,14.554,0,0,2.6790000000000003,261843.75,320915.7,261843,320915,"[-0.36860475 -0.36851725 -0.36886495 ... -0.3347206  -0.3326182
 -0.32844064]",130_1p4_Pr_mc_AKGC417L
5,14.554,17.161,0,0,2.607000000000001,320915.7,378400.05000000005,320915,378400,"[-0.32464263 -0.32166365 -0.3180222  ...  0.07257277  0.07091826
  0.07142922]",130_1p4_Pr_mc_AKGC417L
6,17.161,19.946,0,0,2.785,378400.05000000005,439809.30000000005,378400,439809,[0.07125331 0.07112854 0.07135954 ... 0.67518425 0.6786805  0.67933685],130_1p4_Pr_mc_AKGC417L
0,0.089,1.22,0,1,1.131,1962.4499999999998,26901.0,1962,26901,[0.         0.         0.         ... 0.03119549 0.03521958 0.03344455],130_1p4_Tc_mc_AKGC417L
1,1.22,4.232,0,1,3.0120000000000005,26901.0,93315.6,26901,93315,"[ 0.03162446  0.03303717  0.03102794 ... -0.00902838 -0.00777234
 -0.01073614]",130_1p4_Tc_mc_AKGC417L
2,4.232,7.494,0,1,3.2619999999999996,93315.6,165242.69999999998,93315,165242,"[-0.01281321 -0.01662025 -0.01746545 ... -0.00839052 -0.01079634
 -0.01636682]",130_1p4_Tc_mc_AKGC417L
3,7.494,10.339,0,1,2.8450000000000006,165242.69999999998,227974.95,165242,227974,"[-0.01816    -0.01416603 -0.01305305 ...  0.00247996  0.00492411
  0.00254948]",130_1p4_Tc_mc_AKGC417L
4,10.339,13.173,0,1,2.8339999999999996,227974.95,290464.65,227974,290464,[0.00420684 0.0069973  0.00497095 ... 0.00917744 0.00632553 0.00087618],130_1p4_Tc_mc_AKGC417L
5,13.173,15.923,0,1,2.75,290464.65,351102.15,290464,351102,"[ 0.0033254   0.00186701 -0.00163698 ... -0.04191553 -0.04002385
 -0.03809433]",130_1p4_Tc_mc_AKGC417L
6,15.923,18.518,0,0,2.5950000000000006,351102.15,408321.9,351102,408321,"[-0.0395029  -0.04255085 -0.04254922 ... -0.01893179 -0.02366166
 -0.01861867]",130_1p4_Tc_mc_AKGC417L
7,18.518,19.946,0,1,1.4280000000000008,408321.9,439809.30000000005,408321,439809,"[-0.01752148 -0.01928177 -0.01918287 ... -0.020613   -0.01795284
 -0.01407801]",130_1p4_Tc_mc_AKGC417L
0,0.069,2.563,1,0,2.494,1521.45,56514.15,1521,56514,"[ 0.          0.          0.         ... -0.08717774 -0.0854432
 -0.08478402]",130_2b2_Al_mc_AKGC417L
1,2.563,4.933,1,0,2.3699999999999997,56514.15,108772.65,56514,108772,"[-0.08437967 -0.08165004 -0.07976152 ... -0.11641366 -0.11515456
 -0.112851  ]",130_2b2_Al_mc_AKGC417L
2,4.933,7.466,1,0,2.5330000000000004,108772.65,164625.30000000002,108772,164625,"[-0.11075997 -0.10880367 -0.10675708 ... -0.1217803  -0.12068965
 -0.12031873]",130_2b2_Al_mc_AKGC417L
3,7.466,10.124,1,0,2.6580000000000004,164625.30000000002,223234.2,164625,223234,"[-0.12109131 -0.11866704 -0.11871561 ...  0.14635673  0.14799409
  0.14881323]",130_2b2_Al_mc_AKGC417L
4,10.124,12.707,1,0,2.583,223234.2,280189.35000000003,223234,280189,[0.15006219 0.15282984 0.15544932 ... 0.03095549 0.02806526 0.02435731],130_2b2_Al_mc_AKGC417L
5,12.707,15.078,1,0,2.3709999999999987,280189.35000000003,332469.89999999997,280189,332469,"[ 0.02057724  0.01788674  0.01459193 ... -0.02546558 -0.02353366
 -0.02126937]",130_2b2_Al_mc_AKGC417L
6,15.078,17.615,1,0,2.536999999999999,332469.89999999997,388410.74999999994,332469,388410,"[-0.02091387 -0.02034562 -0.01802599 ... -0.23442154 -0.23506893
 -0.23445566]",130_2b2_Al_mc_AKGC417L
7,17.615,19.946,1,0,2.331000000000003,388410.74999999994,439809.30000000005,388410,439809,"[-0.23427753 -0.23527454 -0.23372419 ...  0.05665906  0.05777849
  0.05711361]",130_2b2_Al_mc_AKGC417L
0,0.069,2.563,1,0,2.494,1521.45,56514.15,1521,56514,[0.         0.         0.         ... 0.3110131  0.31224796 0.31359488],130_2b2_Ar_mc_AKGC417L
1,2.563,4.933,1,0,2.3699999999999997,56514.15,108772.65,56514,108772,[0.3152958  0.3168672  0.3180872  ... 0.01783939 0.01924106 0.02181873],130_2b2_Ar_mc_AKGC417L
2,4.933,7.466,1,0,2.5330000000000004,108772.65,164625.30000000002,108772,164625,"[ 0.02369191  0.02635166  0.02742287 ... -0.06852531 -0.06900337
 -0.06969645]",130_2b2_Ar_mc_AKGC417L
3,7.466,10.124,1,0,2.6580000000000004,164625.30000000002,223234.2,164625,223234,"[-0.07056209 -0.07218645 -0.07269794 ... -0.02220459 -0.022408
 -0.02392369]",130_2b2_Ar_mc_AKGC417L
4,10.124,12.707,0,0,2.583,223234.2,280189.35000000003,223234,280189,"[-0.02437056 -0.02536261 -0.02578757 ... -0.06593938 -0.06388764
 -0.06080221]",130_2b2_Ar_mc_AKGC417L
5,12.707,15.078,0,0,2.3709999999999987,280189.35000000003,332469.89999999997,280189,332469,"[-0.05840617 -0.05603593 -0.0520823  ... -0.0975165  -0.09906292
 -0.10177778]",130_2b2_Ar_mc_AKGC417L
6,15.078,17.615,1,0,2.536999999999999,332469.89999999997,388410.74999999994,332469,388410,"[-0.10420546 -0.10648848 -0.10958994 ... -0.36456388 -0.36483464
 -0.36586535]",130_2b2_Ar_mc_AKGC417L
7,17.615,19.946,1,0,2.331000000000003,388410.74999999994,439809.30000000005,388410,439809,"[-0.36496645 -0.36486837 -0.36491528 ...  0.16024053  0.16421036
  0.16824384]",130_2b2_Ar_mc_AKGC417L
0,0.069,2.563,1,0,2.494,1521.45,56514.15,1521,56514,[0.         0.         0.         ... 0.1190778  0.11485145 0.1140141 ],130_2b2_Ll_mc_AKGC417L
1,2.563,4.933,1,0,2.3699999999999997,56514.15,108772.65,56514,108772,[0.11168072 0.11027439 0.11131472 ... 0.06755789 0.06915845 0.06828401],130_2b2_Ll_mc_AKGC417L
2,4.933,7.466,1,0,2.5330000000000004,108772.65,164625.30000000002,108772,164625,"[ 0.06760692  0.06838842  0.06934109 ... -0.07291754 -0.0737794
 -0.07558386]",130_2b2_Ll_mc_AKGC417L
3,7.466,10.124,1,0,2.6580000000000004,164625.30000000002,223234.2,164625,223234,"[-0.07510155 -0.07491778 -0.0754982  ...  0.07109336  0.07202557
  0.0718355 ]",130_2b2_Ll_mc_AKGC417L
4,10.124,12.707,1,0,2.583,223234.2,280189.35000000003,223234,280189,[0.07094232 0.071386   0.0729916  ... 0.1885367  0.18789467 0.18717858],130_2b2_Ll_mc_AKGC417L
5,12.707,15.078,1,0,2.3709999999999987,280189.35000000003,332469.89999999997,280189,332469,[0.18867329 0.18779501 0.18819341 ... 0.02272497 0.02074665 0.0216202 ],130_2b2_Ll_mc_AKGC417L
6,15.078,17.615,1,0,2.536999999999999,332469.89999999997,388410.74999999994,332469,388410,[0.02264176 0.02241476 0.02209338 ... 0.12761728 0.12668024 0.12667811],130_2b2_Ll_mc_AKGC417L
7,17.615,19.946,1,0,2.331000000000003,388410.74999999994,439809.30000000005,388410,439809,"[ 0.12674676  0.12823926  0.12669311 ... -0.22307007 -0.23530088
 -0.24904224]",130_2b2_Ll_mc_AKGC417L
